ensembl_gene_id	ensembl_transcript_id	rgd_symbol	entrezgene_id
ENSRNOG00000003691	ENSRNOT00000004942	Tmed7	252889
ENSRNOG00000058153	ENSRNOT00000083189		
ENSRNOG00000039528	ENSRNOT00000019556	Fam32a	498600
ENSRNOG00000053140	ENSRNOT00000091130		
ENSRNOG00000060915	ENSRNOT00000077837	Olr270	293437
ENSRNOG00000061378	ENSRNOT00000090199		
ENSRNOG00000043745	ENSRNOT00000069012		
ENSRNOG00000028114	ENSRNOT00000035459	Hbq1b	
ENSRNOG00000028114	ENSRNOT00000035459	Hbq1	
ENSRNOG00000047901	ENSRNOT00000071691	Papl	
ENSRNOG00000017164	ENSRNOT00000073346	Afap1l2	292130
ENSRNOG00000017164	ENSRNOT00000084915	Afap1l2	292130
ENSRNOG00000017164	ENSRNOT00000023113	Afap1l2	292130
ENSRNOG00000014181	ENSRNOT00000018981	Vom1r61	494282
ENSRNOG00000020793	ENSRNOT00000028217	Ruvbl2	292907
ENSRNOG00000007764	ENSRNOT00000010717	Frmd4b	252858
ENSRNOG00000052355	ENSRNOT00000089150		
ENSRNOG00000007283	ENSRNOT00000050321	Erlec1	289874
ENSRNOG00000056657	ENSRNOT00000078591		
ENSRNOG00000020288	ENSRNOT00000027520	Slc25a20	117035
ENSRNOG00000002831	ENSRNOT00000003784	Wfikkn2	287631
ENSRNOG00000007030	ENSRNOT00000009899	Epha7	171287
ENSRNOG00000046168	ENSRNOT00000074564	Ppm1l	
ENSRNOG00000022730	ENSRNOT00000011704	Zfp57	361783
ENSRNOG00000051228	ENSRNOT00000077027		
ENSRNOG00000032739	ENSRNOT00000045976	Thoc1	
ENSRNOG00000059698	ENSRNOT00000092193	Gpr141	291179
ENSRNOG00000052505	ENSRNOT00000087339		
ENSRNOG00000053852	ENSRNOT00000077434		
ENSRNOG00000056760	ENSRNOT00000042118		
ENSRNOG00000056760	ENSRNOT00000078126		
ENSRNOG00000056760	ENSRNOT00000090584		
ENSRNOG00000059694	ENSRNOT00000091877		
ENSRNOG00000048946	ENSRNOT00000074948	LOC100911893	100911893
ENSRNOG00000021789	ENSRNOT00000065674	RGD1565323	691300
ENSRNOG00000051570	ENSRNOT00000078809		100910106
ENSRNOG00000011825	ENSRNOT00000016060	LOC100361144	301427
ENSRNOG00000011825	ENSRNOT00000016060	Ndufb3	301427
ENSRNOG00000004212	ENSRNOT00000005581	Fbxw9	288921
ENSRNOG00000013410	ENSRNOT00000017969	Spink1	266602
ENSRNOG00000053349	ENSRNOT00000085096		310869
ENSRNOG00000016372	ENSRNOT00000022635	Slc12a7	308069
ENSRNOG00000016372	ENSRNOT00000081339	Slc12a7	308069
ENSRNOG00000016372	ENSRNOT00000078039	Slc12a7	308069
ENSRNOG00000000488	ENSRNOT00000000580	Hmga1	117062
ENSRNOG00000060701	ENSRNOT00000090131		
ENSRNOG00000051846	ENSRNOT00000082952		
ENSRNOG00000050621	ENSRNOT00000072314		
ENSRNOG00000045839	ENSRNOT00000074961		
ENSRNOG00000010981	ENSRNOT00000015068	Gtf3c5	362095
ENSRNOG00000014509	ENSRNOT00000019551	Sacs	305940
ENSRNOG00000051275	ENSRNOT00000076719		
ENSRNOG00000009970	ENSRNOT00000013264	Dfna5	
ENSRNOG00000009970	ENSRNOT00000086453	Dfna5	
ENSRNOG00000048037	ENSRNOT00000060092	Olr1307	315573
ENSRNOG00000004534	ENSRNOT00000083858	Spdya	192209
ENSRNOG00000004534	ENSRNOT00000006073	Spdya	192209
ENSRNOG00000049513	ENSRNOT00000074920	Lenep	113917
ENSRNOG00000054017	ENSRNOT00000080490		64627
ENSRNOG00000054017	ENSRNOT00000080490		364723
ENSRNOG00000054017	ENSRNOT00000080490		500351
ENSRNOG00000054017	ENSRNOT00000080490		679983
ENSRNOG00000054017	ENSRNOT00000080490		680097
ENSRNOG00000054017	ENSRNOT00000080490		100360950
ENSRNOG00000054017	ENSRNOT00000080490		100912489
ENSRNOG00000054017	ENSRNOT00000080490		102548682
ENSRNOG00000054017	ENSRNOT00000080490		102551184
ENSRNOG00000054017	ENSRNOT00000080490		102557184
ENSRNOG00000052731	ENSRNOT00000078733		
ENSRNOG00000034237	ENSRNOT00000043244	Rpl39	103690821
ENSRNOG00000034237	ENSRNOT00000043244	Rpl39	103692785
ENSRNOG00000034237	ENSRNOT00000043244	Rpl39	103692831
ENSRNOG00000034237	ENSRNOT00000043244	Rpl39	103693375
ENSRNOG00000034237	ENSRNOT00000043244	Rpl39	103694169
ENSRNOG00000034237	ENSRNOT00000043244	Rpl39	103694404
ENSRNOG00000046268	ENSRNOT00000075208		
ENSRNOG00000050118	ENSRNOT00000072238		
ENSRNOG00000026044	ENSRNOT00000066663	Prrg1	363472
ENSRNOG00000028077	ENSRNOT00000059680	Cfap44	363782
ENSRNOG00000017093	ENSRNOT00000060143	Pxdc1	361238
ENSRNOG00000004155	ENSRNOT00000005519	Samd14	287637
ENSRNOG00000017927	ENSRNOT00000024137	Drd4	25432
ENSRNOG00000016013	ENSRNOT00000065892	Gprc5b	293546
ENSRNOG00000016013	ENSRNOT00000082192	Gprc5b	293546
ENSRNOG00000021525	ENSRNOT00000023678	Nbeal1	
ENSRNOG00000021525	ENSRNOT00000023678	RGD1311357	
ENSRNOG00000053731	ENSRNOT00000087015	Olr671	295880
ENSRNOG00000053731	ENSRNOT00000091085	Olr671	295880
ENSRNOG00000053731	ENSRNOT00000087015	Olr671	405949
ENSRNOG00000053731	ENSRNOT00000091085	Olr671	405949
ENSRNOG00000050565	ENSRNOT00000061325	Olr1130	300400
ENSRNOG00000034289	ENSRNOT00000044617	Ndufb4l1	
ENSRNOG00000055620	ENSRNOT00000079087		
ENSRNOG00000021099	ENSRNOT00000028640	Lysmd1	499671
ENSRNOG00000007118	ENSRNOT00000009321	Eva1a	500221
ENSRNOG00000051114	ENSRNOT00000076629		
ENSRNOG00000037456	ENSRNOT00000085661	P2rx2	114115
ENSRNOG00000037456	ENSRNOT00000056694	P2rx2	114115
ENSRNOG00000037456	ENSRNOT00000056693	P2rx2	114115
ENSRNOG00000037456	ENSRNOT00000056692	P2rx2	114115
ENSRNOG00000037456	ENSRNOT00000081447	P2rx2	114115
ENSRNOG00000060251	ENSRNOT00000090297		
ENSRNOG00000045929	ENSRNOT00000074268		499418
ENSRNOG00000006321	ENSRNOT00000008286		
ENSRNOG00000020670	ENSRNOT00000028055	Atrip	301014
ENSRNOG00000011323	ENSRNOT00000015104	Lgi3	306013
ENSRNOG00000003675	ENSRNOT00000044129	Ptchd1	
ENSRNOG00000025608	ENSRNOT00000082156	Lrat	64047
ENSRNOG00000025608	ENSRNOT00000035411	Lrat	64047
ENSRNOG00000039548	ENSRNOT00000060618		
ENSRNOG00000047398	ENSRNOT00000071217	LOC100912067	100912067
ENSRNOG00000047398	ENSRNOT00000071217	LOC100912067	100912245
ENSRNOG00000047398	ENSRNOT00000071217	Olr1219	100912067
ENSRNOG00000047398	ENSRNOT00000071217	Olr1219	100912245
ENSRNOG00000016815	ENSRNOT00000022578	Tmem135	293098
ENSRNOG00000013774	ENSRNOT00000019351	Lmnb1	116685
ENSRNOG00000052429	ENSRNOT00000081314	Stard3nl	291182
ENSRNOG00000003873	ENSRNOT00000005262	Cpd	25306
ENSRNOG00000003873	ENSRNOT00000084535	Cpd	25306
ENSRNOG00000013017	ENSRNOT00000017636	Arnt2	25243
ENSRNOG00000017491	ENSRNOT00000023536	Carf	301446
ENSRNOG00000017491	ENSRNOT00000087194	Carf	301446
ENSRNOG00000061553	ENSRNOT00000087865		
ENSRNOG00000061553	ENSRNOT00000086270		
ENSRNOG00000009835	ENSRNOT00000013030	Tram1l1	310846
ENSRNOG00000012659	ENSRNOT00000016984	Vamp5	89818
ENSRNOG00000012999	ENSRNOT00000091464	Phb2	114766
ENSRNOG00000012999	ENSRNOT00000017472	Phb2	114766
ENSRNOG00000033933	ENSRNOT00000051936	Csta	288075
ENSRNOG00000033933	ENSRNOT00000051936	Stfa3	288075
ENSRNOG00000004399	ENSRNOT00000005807	Dlx4	303469
ENSRNOG00000010587	ENSRNOT00000014632	Crnkl1	102548514
ENSRNOG00000010587	ENSRNOT00000014632	LOC102548514	102548514
ENSRNOG00000042224	ENSRNOT00000012503	Cyp2j10	313373
ENSRNOG00000042224	ENSRNOT00000079786	Cyp2j10	313373
ENSRNOG00000042224	ENSRNOT00000045686	Cyp2j10	313373
ENSRNOG00000042224	ENSRNOT00000058163	Cyp2j10	313373
ENSRNOG00000042224	ENSRNOT00000012503	Cyp2j10	313375
ENSRNOG00000042224	ENSRNOT00000079786	Cyp2j10	313375
ENSRNOG00000042224	ENSRNOT00000045686	Cyp2j10	313375
ENSRNOG00000042224	ENSRNOT00000058163	Cyp2j10	313375
ENSRNOG00000017748	ENSRNOT00000054887	Nkx6-2	309095
ENSRNOG00000020338	ENSRNOT00000041205	Lgals4	25474
ENSRNOG00000037486	ENSRNOT00000056743	LOC102547216	
ENSRNOG00000049064	ENSRNOT00000073314	LOC103693022	405177
ENSRNOG00000049064	ENSRNOT00000073314	LOC103693022	103693022
ENSRNOG00000049064	ENSRNOT00000073314	LOC100911849	405177
ENSRNOG00000049064	ENSRNOT00000073314	LOC100911849	103693022
ENSRNOG00000049064	ENSRNOT00000073314	Olr1135	405177
ENSRNOG00000049064	ENSRNOT00000073314	Olr1135	103693022
ENSRNOG00000011820	ENSRNOT00000085585	Acpp	56780
ENSRNOG00000011820	ENSRNOT00000016222	Acpp	56780
ENSRNOG00000014653	ENSRNOT00000019646	Arl11	364396
ENSRNOG00000000775	ENSRNOT00000001008	Mog	24558
ENSRNOG00000020541	ENSRNOT00000089435	Nprl3	360505
ENSRNOG00000020541	ENSRNOT00000066430	Nprl3	360505
ENSRNOG00000015496	ENSRNOT00000021073	Tpm4	24852
ENSRNOG00000015496	ENSRNOT00000089056	Tpm4	24852
ENSRNOG00000001304	ENSRNOT00000001766	Bcr	
ENSRNOG00000026446	ENSRNOT00000036398	Wee2	502750
ENSRNOG00000015768	ENSRNOT00000021120	Cml5	114020
ENSRNOG00000011402	ENSRNOT00000015471	Isg20l2	361977
ENSRNOG00000061412	ENSRNOT00000087360		
ENSRNOG00000031079	ENSRNOT00000043571		
ENSRNOG00000030048	ENSRNOT00000045901	RGD1560207	
ENSRNOG00000008992	ENSRNOT00000045513	Grik3	298521
ENSRNOG00000032512	ENSRNOT00000048500	Olr1144	405174
ENSRNOG00000032512	ENSRNOT00000048500	Olr1155	405174
ENSRNOG00000026596	ENSRNOT00000036822	RGD1566120	
ENSRNOG00000045756	ENSRNOT00000031205		
ENSRNOG00000004162	ENSRNOT00000037679	Pfkfb2	24640
ENSRNOG00000004162	ENSRNOT00000005729	Pfkfb2	24640
ENSRNOG00000004162	ENSRNOT00000050354	Pfkfb2	24640
ENSRNOG00000004162	ENSRNOT00000050859	Pfkfb2	24640
ENSRNOG00000004162	ENSRNOT00000067445	Pfkfb2	24640
ENSRNOG00000001645	ENSRNOT00000046383	Filip1l	304020
ENSRNOG00000003999	ENSRNOT00000005389	Adcy3	64508
ENSRNOG00000029852	ENSRNOT00000049350	Vom1r41	494261
ENSRNOG00000045841	ENSRNOT00000045652	Olr315	293609
ENSRNOG00000050880	ENSRNOT00000075389		
ENSRNOG00000054296	ENSRNOT00000086309	Hist1h2bo	291157
ENSRNOG00000054296	ENSRNOT00000091176	Hist1h2bo	291157
ENSRNOG00000054296	ENSRNOT00000086309	Hist1h2bo	680403
ENSRNOG00000054296	ENSRNOT00000091176	Hist1h2bo	680403
ENSRNOG00000054296	ENSRNOT00000086309	Hist1h2bo	684797
ENSRNOG00000054296	ENSRNOT00000091176	Hist1h2bo	684797
ENSRNOG00000054296	ENSRNOT00000086309	Hist1h2bo	100364835
ENSRNOG00000054296	ENSRNOT00000091176	Hist1h2bo	100364835
ENSRNOG00000054296	ENSRNOT00000086309	Hist1h2bo	100365043
ENSRNOG00000054296	ENSRNOT00000091176	Hist1h2bo	100365043
ENSRNOG00000054296	ENSRNOT00000086309	Hist1h2bo	100910200
ENSRNOG00000054296	ENSRNOT00000091176	Hist1h2bo	100910200
ENSRNOG00000048617	ENSRNOT00000075511	Ensa	60334
ENSRNOG00000048617	ENSRNOT00000079196	Ensa	60334
ENSRNOG00000016271	ENSRNOT00000023037	Itm2b	290364
ENSRNOG00000015331	ENSRNOT00000041552	Gdf3	500311
ENSRNOG00000032348	ENSRNOT00000043508	Rpl35a	100359498
ENSRNOG00000061844	ENSRNOT00000084389		
ENSRNOG00000017641	ENSRNOT00000089885	Rnf44	361212
ENSRNOG00000017641	ENSRNOT00000060822	Rnf44	361212
ENSRNOG00000021027	ENSRNOT00000028546	Dbp	24309
ENSRNOG00000021027	ENSRNOT00000091597	Dbp	24309
ENSRNOG00000021027	ENSRNOT00000091606	Dbp	24309
ENSRNOG00000006584	ENSRNOT00000008605	Olr1148	405173
ENSRNOG00000006515	ENSRNOT00000076315	Klhl15	314111
ENSRNOG00000006515	ENSRNOT00000076530	Klhl15	314111
ENSRNOG00000006515	ENSRNOT00000008558	Klhl15	314111
ENSRNOG00000052185	ENSRNOT00000079404		
ENSRNOG00000018551	ENSRNOT00000025027	Olr63	365323
ENSRNOG00000057166	ENSRNOT00000089271	LOC103694487	102557159
ENSRNOG00000057166	ENSRNOT00000089271	LOC103694487	103694487
ENSRNOG00000052378	ENSRNOT00000079561		
ENSRNOG00000059260	ENSRNOT00000077546		
ENSRNOG00000024630	ENSRNOT00000074412	Igsf23	
ENSRNOG00000053055	ENSRNOT00000083302	Otop3	287821
ENSRNOG00000018969	ENSRNOT00000056923	Gpatch4	295228
ENSRNOG00000058248	ENSRNOT00000077897		
ENSRNOG00000046944	ENSRNOT00000073153		
ENSRNOG00000045686	ENSRNOT00000072945	LOC100911034	84594
ENSRNOG00000045686	ENSRNOT00000072945	LOC100911034	100911034
ENSRNOG00000045686	ENSRNOT00000072945	Nfs1	84594
ENSRNOG00000045686	ENSRNOT00000072945	Nfs1	100911034
ENSRNOG00000052561	ENSRNOT00000086055		
ENSRNOG00000032383	ENSRNOT00000042974	LOC100912340	300581
ENSRNOG00000032383	ENSRNOT00000042974	LOC100912340	100912340
ENSRNOG00000032383	ENSRNOT00000042974	Olr1259	300581
ENSRNOG00000032383	ENSRNOT00000042974	Olr1259	100912340
ENSRNOG00000020862	ENSRNOT00000056145	Ptpn23	117552
ENSRNOG00000022950	ENSRNOT00000031353	Dppa3	297576
ENSRNOG00000009075	ENSRNOT00000012035	Trim13	364398
ENSRNOG00000014525	ENSRNOT00000066589	Hspd1	63868
ENSRNOG00000024799	ENSRNOT00000076493	Cd93	
ENSRNOG00000024799	ENSRNOT00000034256	Cd93	
ENSRNOG00000059858	ENSRNOT00000072074		
ENSRNOG00000006305	ENSRNOT00000039002	Slc38a2	29642
ENSRNOG00000045967	ENSRNOT00000072431		
ENSRNOG00000056979	ENSRNOT00000079569		
ENSRNOG00000020251	ENSRNOT00000027427	Art1	308873
ENSRNOG00000060273	ENSRNOT00000090187		
ENSRNOG00000055322	ENSRNOT00000086578		
ENSRNOG00000050263	ENSRNOT00000072634		
ENSRNOG00000050263	ENSRNOT00000044412		
ENSRNOG00000009358	ENSRNOT00000012394	Osgin2	313085
ENSRNOG00000059510	ENSRNOT00000080800		
ENSRNOG00000057554	ENSRNOT00000086307	Stk31	500120
ENSRNOG00000027422	ENSRNOT00000034410	Fastkd3	290946
ENSRNOG00000027422	ENSRNOT00000079186	Fastkd3	290946
ENSRNOG00000008444	ENSRNOT00000067902	Cbl	500985
ENSRNOG00000001315	ENSRNOT00000085583	Rtdr1	365552
ENSRNOG00000001315	ENSRNOT00000041165	Rtdr1	365552
ENSRNOG00000058697	ENSRNOT00000088538		
ENSRNOG00000047801	ENSRNOT00000050536	Olr1195	405971
ENSRNOG00000060631	ENSRNOT00000080432		
ENSRNOG00000058973	ENSRNOT00000084560	Atad2b	103692579
ENSRNOG00000058973	ENSRNOT00000092223	Atad2b	103692579
ENSRNOG00000058973	ENSRNOT00000085612	Atad2b	103692579
ENSRNOG00000058973	ENSRNOT00000079077	Atad2b	103692579
ENSRNOG00000047329	ENSRNOT00000075162	Mtif3	684274
ENSRNOG00000013195	ENSRNOT00000090875	Ruvbl1	65137
ENSRNOG00000013195	ENSRNOT00000018339	Ruvbl1	65137
ENSRNOG00000017780	ENSRNOT00000024063	Akr7a2	171445
ENSRNOG00000017780	ENSRNOT00000083629	Akr7a2	171445
ENSRNOG00000033763	ENSRNOT00000048146	RGD1307537	291077
ENSRNOG00000039183	ENSRNOT00000033837	RGD1310335	360711
ENSRNOG00000019940	ENSRNOT00000027123	Ssr2	295235
ENSRNOG00000051889	ENSRNOT00000090003		
ENSRNOG00000057480	ENSRNOT00000088934		
ENSRNOG00000025239	ENSRNOT00000077733	Nudt15	290365
ENSRNOG00000025239	ENSRNOT00000038436	Nudt15	290365
ENSRNOG00000049213	ENSRNOT00000072029	Npy2r	66024
ENSRNOG00000024931	ENSRNOT00000067217	Ccdc88b	293698
ENSRNOG00000027393	ENSRNOT00000036231	LOC102551235	
ENSRNOG00000007678	ENSRNOT00000010442	Zfp263	287076
ENSRNOG00000033839	ENSRNOT00000048082	Olr1191	405336
ENSRNOG00000033839	ENSRNOT00000048082	Olr1191	100361194
ENSRNOG00000033839	ENSRNOT00000048082	LOC100361194	405336
ENSRNOG00000033839	ENSRNOT00000048082	LOC100361194	100361194
ENSRNOG00000033839	ENSRNOT00000048082	LOC100365681	405336
ENSRNOG00000033839	ENSRNOT00000048082	LOC100365681	100361194
ENSRNOG00000036814	ENSRNOT00000087076	Atp6v0a1	29757
ENSRNOG00000036814	ENSRNOT00000055238	Atp6v0a1	29757
ENSRNOG00000060653	ENSRNOT00000091925		
ENSRNOG00000054448	ENSRNOT00000091420		
ENSRNOG00000057427	ENSRNOT00000079834		
ENSRNOG00000020936	ENSRNOT00000028416	Nradd	246143
ENSRNOG00000051322	ENSRNOT00000076936		
ENSRNOG00000050264	ENSRNOT00000072406		
ENSRNOG00000057429	ENSRNOT00000085406		
ENSRNOG00000054406	ENSRNOT00000078410		
ENSRNOG00000017318	ENSRNOT00000023268	Zfp322a	680201
ENSRNOG00000048499	ENSRNOT00000073976	Olr410	405322
ENSRNOG00000020440	ENSRNOT00000027756	Fads2	
ENSRNOG00000060119	ENSRNOT00000090421		
ENSRNOG00000011975	ENSRNOT00000089591	Crtc3	365297
ENSRNOG00000011975	ENSRNOT00000015948	Crtc3	365297
ENSRNOG00000012079	ENSRNOT00000016117	LOC100909885	286959
ENSRNOG00000012079	ENSRNOT00000016117	LOC100909885	100909885
ENSRNOG00000012079	ENSRNOT00000016117	LOC100909885	100910162
ENSRNOG00000012079	ENSRNOT00000016117	LOC100909885	100910224
ENSRNOG00000012079	ENSRNOT00000016117	LOC100909885	100910294
ENSRNOG00000060392	ENSRNOT00000088913		
ENSRNOG00000021518	ENSRNOT00000061558	Trim31	294208
ENSRNOG00000052308	ENSRNOT00000081764		
ENSRNOG00000017426	ENSRNOT00000023514	Rragc	298514
ENSRNOG00000015603	ENSRNOT00000020959	Prkce	
ENSRNOG00000014155	ENSRNOT00000057978	Spg20	
ENSRNOG00000030294	ENSRNOT00000042307	Eml4	313861
ENSRNOG00000030294	ENSRNOT00000080013	Eml4	313861
ENSRNOG00000015541	ENSRNOT00000090898	Gnb3	60449
ENSRNOG00000015541	ENSRNOT00000021481	Gnb3	60449
ENSRNOG00000013588	ENSRNOT00000063889		25674
ENSRNOG00000013588	ENSRNOT00000092189		25674
ENSRNOG00000051633	ENSRNOT00000090902	LOC102546630	102546630
ENSRNOG00000051633	ENSRNOT00000090902	LOC102546630	102557159
ENSRNOG00000061800	ENSRNOT00000078396		
ENSRNOG00000002768	ENSRNOT00000003749	Tmem114	501675
ENSRNOG00000061726	ENSRNOT00000077970		
ENSRNOG00000059150	ENSRNOT00000077208		
ENSRNOG00000054245	ENSRNOT00000089680	Olr735	405238
ENSRNOG00000026005	ENSRNOT00000036115	Ints5	309200
ENSRNOG00000017481	ENSRNOT00000065195	Sucla2	361071
ENSRNOG00000017251	ENSRNOT00000085470	Wdr55	291659
ENSRNOG00000017251	ENSRNOT00000043271	Wdr55	291659
ENSRNOG00000020518	ENSRNOT00000027828	Fam189b	310640
ENSRNOG00000054385	ENSRNOT00000089523		359959
ENSRNOG00000060023	ENSRNOT00000079089		
ENSRNOG00000036300	ENSRNOT00000054421		
ENSRNOG00000007989	ENSRNOT00000010510	Chst1	295934
ENSRNOG00000018690	ENSRNOT00000025355	Rgs17	308118
ENSRNOG00000018690	ENSRNOT00000083225	Rgs17	308118
ENSRNOG00000029508	ENSRNOT00000075836	Slpil2	408229
ENSRNOG00000029508	ENSRNOT00000043470	Slpil2	408229
ENSRNOG00000029508	ENSRNOT00000075836	Slpil2	103694893
ENSRNOG00000029508	ENSRNOT00000043470	Slpil2	103694893
ENSRNOG00000056907	ENSRNOT00000083247		294787
ENSRNOG00000001261	ENSRNOT00000001699	Ftcd	89833
ENSRNOG00000013502	ENSRNOT00000018960	Eps15l1	361120
ENSRNOG00000009149	ENSRNOT00000012247	Jam3	315509
ENSRNOG00000054545	ENSRNOT00000080780		
ENSRNOG00000048155	ENSRNOT00000050785	LOC100910274	366123
ENSRNOG00000048155	ENSRNOT00000050785	Olr745	366123
ENSRNOG00000011675	ENSRNOT00000015520	Zfp40	690661
ENSRNOG00000031779	ENSRNOT00000047752	Ltf	301034
ENSRNOG00000060612	ENSRNOT00000091889	Mir295-1	
ENSRNOG00000049185	ENSRNOT00000058389	LOC100911032	
ENSRNOG00000045948	ENSRNOT00000073186	Arl10	306767
ENSRNOG00000001108	ENSRNOT00000001468	N4bp2l2	288416
ENSRNOG00000057153	ENSRNOT00000077727		85311
ENSRNOG00000061492	ENSRNOT00000085116		
ENSRNOG00000041737	ENSRNOT00000063490		
ENSRNOG00000041245	ENSRNOT00000062998	Mir190b	
ENSRNOG00000014791	ENSRNOT00000050180	Peg3	103691034
ENSRNOG00000004940	ENSRNOT00000006827	Rnf215	305478
ENSRNOG00000052201	ENSRNOT00000087193		
ENSRNOG00000046926	ENSRNOT00000074516	Tmem247	682006
ENSRNOG00000015318	ENSRNOT00000020929	Heyl	313575
ENSRNOG00000012912	ENSRNOT00000017723	Fgf17	29368
ENSRNOG00000031342	ENSRNOT00000050986		
ENSRNOG00000048828	ENSRNOT00000073981	Olr1749	294203
ENSRNOG00000054026	ENSRNOT00000028126		309133
ENSRNOG00000012469	ENSRNOT00000016798	Vwa9	300782
ENSRNOG00000045605	ENSRNOT00000082837	Uxs1	246232
ENSRNOG00000045605	ENSRNOT00000070920	Uxs1	246232
ENSRNOG00000001852	ENSRNOT00000067970	Ergic2	297728
ENSRNOG00000001852	ENSRNOT00000079291	Ergic2	297728
ENSRNOG00000059903	ENSRNOT00000087934		681309
ENSRNOG00000051043	ENSRNOT00000077059		
ENSRNOG00000041411	ENSRNOT00000063164		
ENSRNOG00000016249	ENSRNOT00000065983	Cep85	362622
ENSRNOG00000016249	ENSRNOT00000078063	Cep85	362622
ENSRNOG00000007584	ENSRNOT00000010701	Ehd4	192204
ENSRNOG00000032738	ENSRNOT00000048313		
ENSRNOG00000056184	ENSRNOT00000082624	Lrp2	29216
ENSRNOG00000050111	ENSRNOT00000070979	Cenpo	684439
ENSRNOG00000021912	ENSRNOT00000054852		688884
ENSRNOG00000024733	ENSRNOT00000031179	Mnd1	295160
ENSRNOG00000019212	ENSRNOT00000026280	Tpp1	83534
ENSRNOG00000012490	ENSRNOT00000017102	Amph	60668
ENSRNOG00000012490	ENSRNOT00000084702	Amph	60668
ENSRNOG00000012490	ENSRNOT00000017102	LOC100909679	60668
ENSRNOG00000012490	ENSRNOT00000084702	LOC100909679	60668
ENSRNOG00000012490	ENSRNOT00000017102	LOC100910792	60668
ENSRNOG00000012490	ENSRNOT00000084702	LOC100910792	60668
ENSRNOG00000034106	ENSRNOT00000047079	LOC679748	
ENSRNOG00000034106	ENSRNOT00000047079	LOC686548	
ENSRNOG00000014209	ENSRNOT00000019044	Utp6	360574
ENSRNOG00000041826	ENSRNOT00000063579		
ENSRNOG00000012269	ENSRNOT00000017090	Lpcat3	362434
ENSRNOG00000016134	ENSRNOT00000021923	Msh6	100360342
ENSRNOG00000056507	ENSRNOT00000083827		
ENSRNOG00000046761	ENSRNOT00000071795		
ENSRNOG00000015152	ENSRNOT00000020864	Pkp3	293619
ENSRNOG00000049919	ENSRNOT00000059662	LOC691670	691670
ENSRNOG00000027032	ENSRNOT00000031914	Rhbdd3	289753
ENSRNOG00000043481	ENSRNOT00000075060	Olr1750	294204
ENSRNOG00000007597	ENSRNOT00000075837	Rhpn1	300030
ENSRNOG00000007597	ENSRNOT00000076670	Rhpn1	300030
ENSRNOG00000007597	ENSRNOT00000075958	Rhpn1	300030
ENSRNOG00000007597	ENSRNOT00000076174	Rhpn1	300030
ENSRNOG00000007597	ENSRNOT00000076614	Rhpn1	300030
ENSRNOG00000007597	ENSRNOT00000076797	Rhpn1	300030
ENSRNOG00000007597	ENSRNOT00000010065	Rhpn1	300030
ENSRNOG00000057880	ENSRNOT00000084608	Myh11	24582
ENSRNOG00000057880	ENSRNOT00000087567	Myh11	24582
ENSRNOG00000017605	ENSRNOT00000023691	Gmds	291095
ENSRNOG00000059727	ENSRNOT00000091266		
ENSRNOG00000054838	ENSRNOT00000082470	Mcrs1	300222
ENSRNOG00000040110	ENSRNOT00000061693	Foxn2	301676
ENSRNOG00000057328	ENSRNOT00000088144		
ENSRNOG00000029134	ENSRNOT00000045699	Adgrl1	65096
ENSRNOG00000029134	ENSRNOT00000043971	Adgrl1	65096
ENSRNOG00000049902	ENSRNOT00000038977	Vom1r53	292607
ENSRNOG00000049902	ENSRNOT00000038977	Vom1r53	365190
ENSRNOG00000029077	ENSRNOT00000045477	Dpm3	502017
ENSRNOG00000029077	ENSRNOT00000045477	LOC100910177	502017
ENSRNOG00000042449	ENSRNOT00000063891	Cdc42se2	691031
ENSRNOG00000042449	ENSRNOT00000063891	Cdc42se2	100362023
ENSRNOG00000042449	ENSRNOT00000063891	LOC100362023	691031
ENSRNOG00000042449	ENSRNOT00000063891	LOC100362023	100362023
ENSRNOG00000001943	ENSRNOT00000002673	Retnlg	288135
ENSRNOG00000000502	ENSRNOT00000000597	Def6	309642
ENSRNOG00000006144	ENSRNOT00000008221	Cntn3	54279
ENSRNOG00000038369	ENSRNOT00000058420		
ENSRNOG00000059102	ENSRNOT00000082457		
ENSRNOG00000008279	ENSRNOT00000011565	Mrps15	298517
ENSRNOG00000013452	ENSRNOT00000018074	Rcn1	362182
ENSRNOG00000050220	ENSRNOT00000071402		
ENSRNOG00000027096	ENSRNOT00000037404	Ctsw	293676
ENSRNOG00000051372	ENSRNOT00000084924		298894
ENSRNOG00000050915	ENSRNOT00000074153		
ENSRNOG00000000975	ENSRNOT00000001290	Mcoln1	288371
ENSRNOG00000048966	ENSRNOT00000073052		
ENSRNOG00000050922	ENSRNOT00000072875	Nupr1	
ENSRNOG00000047817	ENSRNOT00000074868	Enox1	306038
ENSRNOG00000004629	ENSRNOT00000006531	Fkbp3	299104
ENSRNOG00000020696	ENSRNOT00000028095	Pmvk	310645
ENSRNOG00000026059	ENSRNOT00000036143	Paqr6	681021
ENSRNOG00000007733	ENSRNOT00000076190	Arhgef9	
ENSRNOG00000007733	ENSRNOT00000076965	Arhgef9	
ENSRNOG00000007733	ENSRNOT00000063861	Arhgef9	
ENSRNOG00000007733	ENSRNOT00000084678	Arhgef9	
ENSRNOG00000007733	ENSRNOT00000042654	Arhgef9	
ENSRNOG00000033575	ENSRNOT00000057361	Emid1	685462
ENSRNOG00000003998	ENSRNOT00000005381	Sgca	303468
