ensembl_gene_id	ensembl_transcript_id	rgd_symbol	entrezgene_id
ENSRNOG00000042383	ENSRNOT00000068374	LOC690386	690386
ENSRNOG00000046733	ENSRNOT00000074181	LOC100910382	294164
ENSRNOG00000046733	ENSRNOT00000074181	LOC100910382	100910382
ENSRNOG00000046733	ENSRNOT00000074181	Olr1688	294164
ENSRNOG00000046733	ENSRNOT00000074181	Olr1688	100910382
ENSRNOG00000011858	ENSRNOT00000085659	Unc5d	306534
ENSRNOG00000011858	ENSRNOT00000015879	Unc5d	306534
ENSRNOG00000048262	ENSRNOT00000073732	LOC100910894	100910894
ENSRNOG00000048262	ENSRNOT00000073732	Olr1704	100910894
ENSRNOG00000016173	ENSRNOT00000021653	Cyp1a2	24297
ENSRNOG00000050354	ENSRNOT00000044130	Olr1709	309578
ENSRNOG00000009724	ENSRNOT00000090566	Tstd2	362514
ENSRNOG00000009724	ENSRNOT00000012915	Tstd2	362514
ENSRNOG00000000749	ENSRNOT00000000976	Olr1693	365523
ENSRNOG00000050769	ENSRNOT00000072544	LOC100910894	294155
ENSRNOG00000050769	ENSRNOT00000072544	LOC100910894	100910894
ENSRNOG00000050769	ENSRNOT00000072544	Olr1704	294155
ENSRNOG00000050769	ENSRNOT00000072544	Olr1704	100910894
ENSRNOG00000053294	ENSRNOT00000071404		
ENSRNOG00000000471	ENSRNOT00000000550	B3galt4	171079
ENSRNOG00000030426	ENSRNOT00000050041	LOC100364116	
ENSRNOG00000046516	ENSRNOT00000071833	Olfr873	100359873
ENSRNOG00000048073	ENSRNOT00000046536	Rpl39	103690821
ENSRNOG00000048073	ENSRNOT00000046536	Rpl39	103692785
ENSRNOG00000048073	ENSRNOT00000046536	Rpl39	103692831
ENSRNOG00000048073	ENSRNOT00000046536	Rpl39	103694169
ENSRNOG00000048073	ENSRNOT00000046536	Rpl39	103694404
ENSRNOG00000052349	ENSRNOT00000082000	Olr1326	300626
ENSRNOG00000006855	ENSRNOT00000009081	Padi4	29512
ENSRNOG00000012108	ENSRNOT00000016859	Thsd1	364630
ENSRNOG00000012108	ENSRNOT00000081297	Thsd1	364630
ENSRNOG00000019492	ENSRNOT00000026363	Pomgnt2	316091
ENSRNOG00000028864	ENSRNOT00000050206	Olr1193	367032
ENSRNOG00000060888	ENSRNOT00000057689		
ENSRNOG00000011407	ENSRNOT00000015166	Pragmin	306506
ENSRNOG00000010532	ENSRNOT00000014053	Fam206a	298018
ENSRNOG00000006736	ENSRNOT00000008809	Ccr3	117027
ENSRNOG00000045530	ENSRNOT00000041189	LOC100911129	294166
ENSRNOG00000045530	ENSRNOT00000041189	Olr1708	294166
ENSRNOG00000038148	ENSRNOT00000058059	Defb10	641635
ENSRNOG00000046758	ENSRNOT00000071399	Tmem217	687483
ENSRNOG00000000747	ENSRNOT00000000974	Olr1694	406008
ENSRNOG00000050017	ENSRNOT00000073897	LOC100912186	405093
ENSRNOG00000050017	ENSRNOT00000073897	LOC100912186	100912186
ENSRNOG00000050017	ENSRNOT00000073897	Olr1247	405093
ENSRNOG00000050017	ENSRNOT00000073897	Olr1247	100912186
ENSRNOG00000000746	ENSRNOT00000000973	Olr1695	294159
ENSRNOG00000050857	ENSRNOT00000071166	Fut10	497619
ENSRNOG00000000316	ENSRNOT00000000348	Sobp	309860
ENSRNOG00000010883	ENSRNOT00000014568	Pard6b	362279
ENSRNOG00000030093	ENSRNOT00000018501	Defa5	286995
ENSRNOG00000019823	ENSRNOT00000026856	LOC100910944	679572
ENSRNOG00000019823	ENSRNOT00000026856	Romo1	679572
ENSRNOG00000050210	ENSRNOT00000079494	RT1-CE10	414792
ENSRNOG00000050210	ENSRNOT00000048858	RT1-CE10	414792
ENSRNOG00000050210	ENSRNOT00000084461	RT1-CE10	414792
ENSRNOG00000007111	ENSRNOT00000010462	Nrd1	25499
ENSRNOG00000007111	ENSRNOT00000010440	Nrd1	25499
ENSRNOG00000050316	ENSRNOT00000071766	LOC100362856	406010
ENSRNOG00000050316	ENSRNOT00000071766	LOC100362856	406011
ENSRNOG00000050316	ENSRNOT00000071766	LOC100362856	406012
ENSRNOG00000050316	ENSRNOT00000071766	LOC100362856	406013
ENSRNOG00000050316	ENSRNOT00000071766	LOC100362856	100362856
ENSRNOG00000024837	ENSRNOT00000034670	Tpte2	364629
ENSRNOG00000059501	ENSRNOT00000072445		
ENSRNOG00000045959	ENSRNOT00000074812		
ENSRNOG00000049494	ENSRNOT00000071753		
ENSRNOG00000060412	ENSRNOT00000030174		309584
ENSRNOG00000060674	ENSRNOT00000091856		365547
ENSRNOG00000060674	ENSRNOT00000091856		687622
ENSRNOG00000001220	ENSRNOT00000001635	LOC100361664	100361664
ENSRNOG00000047702	ENSRNOT00000047478	Olr1683	294150
ENSRNOG00000054338	ENSRNOT00000079863		
ENSRNOG00000019277	ENSRNOT00000026197	Vdac3	83532
ENSRNOG00000029318	ENSRNOT00000046503	Tyrp1	298182
ENSRNOG00000047094	ENSRNOT00000052186	Olr1691	294161
ENSRNOG00000059122	ENSRNOT00000074691		
ENSRNOG00000000007	ENSRNOT00000000008	Gad1	24379
ENSRNOG00000000007	ENSRNOT00000084375	Gad1	24379
ENSRNOG00000000007	ENSRNOT00000087712	Gad1	24379
ENSRNOG00000000007	ENSRNOT00000087134	Gad1	24379
ENSRNOG00000046933	ENSRNOT00000049250	Olr1690	294162
ENSRNOG00000046933	ENSRNOT00000049250	Olr1690	100910696
ENSRNOG00000012794	ENSRNOT00000051445	Grhpr	680021
ENSRNOG00000026049	ENSRNOT00000018892	Qrsl1	309911
ENSRNOG00000012779	ENSRNOT00000017339	Msr1	498638
ENSRNOG00000053746	ENSRNOT00000089844	Olr1668	294140
ENSRNOG00000053746	ENSRNOT00000089844	Olr1668	686288
ENSRNOG00000010518	ENSRNOT00000014008	Cer1	500485
ENSRNOG00000033928	ENSRNOT00000045125		
ENSRNOG00000000726	ENSRNOT00000000953	Olr1671	294138
ENSRNOG00000057487	ENSRNOT00000079725		100361626
ENSRNOG00000047267	ENSRNOT00000048277	LOC100910263	405193
ENSRNOG00000047267	ENSRNOT00000048277	Olr1675	405193
ENSRNOG00000047267	ENSRNOT00000048277	Olr1679	405193
ENSRNOG00000047925	ENSRNOT00000051646	Olr1673	294143
ENSRNOG00000047925	ENSRNOT00000051646	Olr1673	405194
ENSRNOG00000047925	ENSRNOT00000051646	Olr1673	405374
ENSRNOG00000038147	ENSRNOT00000058056	Defb2	641631
ENSRNOG00000050612	ENSRNOT00000073543	LOC100910382	100910382
ENSRNOG00000047265	ENSRNOT00000071389		
ENSRNOG00000040183	ENSRNOT00000061839	Olr1684	294151
ENSRNOG00000025384	ENSRNOT00000030203	Slc2a10	366251
ENSRNOG00000008169	ENSRNOT00000010827	Slc24a2	84550
ENSRNOG00000008169	ENSRNOT00000083373	Slc24a2	84550
ENSRNOG00000039287	ENSRNOT00000060162		
ENSRNOG00000032716	ENSRNOT00000040957	Olr1692	405189
ENSRNOG00000046355	ENSRNOT00000066600	Olr1696	294158
ENSRNOG00000046355	ENSRNOT00000051315	Olr1696	294158
ENSRNOG00000046355	ENSRNOT00000066600	Olr1697	294158
ENSRNOG00000046355	ENSRNOT00000051315	Olr1697	294158
ENSRNOG00000047596	ENSRNOT00000071825	LOC102550306	
ENSRNOG00000024650	ENSRNOT00000029266	Ckap2	306575
ENSRNOG00000024650	ENSRNOT00000029266	RGD1564477	306575
ENSRNOG00000000728	ENSRNOT00000000955	Clic2	294141
ENSRNOG00000050389	ENSRNOT00000075114	Olr1682	405191
ENSRNOG00000050389	ENSRNOT00000075114	Olr1682	405196
ENSRNOG00000019566	ENSRNOT00000026578	LOC100911109	
ENSRNOG00000019566	ENSRNOT00000026578	Spag4	
ENSRNOG00000015385	ENSRNOT00000065497	Pink1	298575
ENSRNOG00000015385	ENSRNOT00000083474	Pink1	298575
ENSRNOG00000031111	ENSRNOT00000046821	Spag11b	652998
ENSRNOG00000031111	ENSRNOT00000047761	Spag11b	652998
ENSRNOG00000031111	ENSRNOT00000046821	Spag11b	100362580
ENSRNOG00000031111	ENSRNOT00000047761	Spag11b	100362580
ENSRNOG00000031111	ENSRNOT00000046821	Spag11bl	652998
ENSRNOG00000031111	ENSRNOT00000047761	Spag11bl	652998
ENSRNOG00000031111	ENSRNOT00000046821	Spag11bl	100362580
ENSRNOG00000031111	ENSRNOT00000047761	Spag11bl	100362580
ENSRNOG00000007516	ENSRNOT00000009903	Smtnl1	311167
ENSRNOG00000017130	ENSRNOT00000023187	Rhd	60414
ENSRNOG00000012448	ENSRNOT00000016656	Chrnb3	171131
ENSRNOG00000037567	ENSRNOT00000056935	RGD1309730	295952
ENSRNOG00000042690	ENSRNOT00000048602	Zmat4	684961
ENSRNOG00000010019	ENSRNOT00000013335	Fam166a	311797
ENSRNOG00000046424	ENSRNOT00000055680	LOC100911485	64476
ENSRNOG00000046424	ENSRNOT00000091132	LOC100911485	64476
ENSRNOG00000046424	ENSRNOT00000055680	LOC100911485	100911485
ENSRNOG00000046424	ENSRNOT00000091132	LOC100911485	100911485
ENSRNOG00000046424	ENSRNOT00000055680	Mfn2	64476
ENSRNOG00000046424	ENSRNOT00000091132	Mfn2	64476
ENSRNOG00000046424	ENSRNOT00000055680	Mfn2	100911485
ENSRNOG00000046424	ENSRNOT00000091132	Mfn2	100911485
ENSRNOG00000014422	ENSRNOT00000058872	Gtf2e2	306516
ENSRNOG00000012582	ENSRNOT00000016885	Eif4ebp1	116636
ENSRNOG00000017783	ENSRNOT00000024128	Sfrp1	84402
ENSRNOG00000008165	ENSRNOT00000010851	Tpx2	311546
ENSRNOG00000008165	ENSRNOT00000088481	Tpx2	311546
ENSRNOG00000013954	ENSRNOT00000019004	Alpl	25586
ENSRNOG00000013954	ENSRNOT00000078851	Alpl	25586
ENSRNOG00000058940	ENSRNOT00000078128	Rab11fip1	498650
ENSRNOG00000058940	ENSRNOT00000086082	Rab11fip1	498650
ENSRNOG00000052654	ENSRNOT00000084872		
ENSRNOG00000031935	ENSRNOT00000011342		
ENSRNOG00000017279	ENSRNOT00000023221	Tmem50a	298552
ENSRNOG00000038126	ENSRNOT00000058030	Defb3	641623
ENSRNOG00000038126	ENSRNOT00000018653	Defb3	641623
ENSRNOG00000038126	ENSRNOT00000058030	Defb3	641624
ENSRNOG00000038126	ENSRNOT00000018653	Defb3	641624
ENSRNOG00000038126	ENSRNOT00000058030	Defb5	641623
ENSRNOG00000038126	ENSRNOT00000018653	Defb5	641623
ENSRNOG00000038126	ENSRNOT00000058030	Defb5	641624
ENSRNOG00000038126	ENSRNOT00000018653	Defb5	641624
ENSRNOG00000004372	ENSRNOT00000005866	Cbln4	499947
ENSRNOG00000033538	ENSRNOT00000048827	Defb40	641637
ENSRNOG00000008632	ENSRNOT00000011622	Invs	313228
ENSRNOG00000021693	ENSRNOT00000034448	Fam149a	361153
ENSRNOG00000046120	ENSRNOT00000028960	RGD1561252	
ENSRNOG00000046120	ENSRNOT00000028960	Uchl3	
ENSRNOG00000010975	ENSRNOT00000014595	Adnp	64622
ENSRNOG00000024402	ENSRNOT00000058387	Focad	313346
ENSRNOG00000028623	ENSRNOT00000031291	Agpat5	306582
ENSRNOG00000046075	ENSRNOT00000045057	Defa8	613224
ENSRNOG00000060230	ENSRNOT00000086101		
ENSRNOG00000006721	ENSRNOT00000058536		
ENSRNOG00000046453	ENSRNOT00000039969	Defa9	498658
ENSRNOG00000013328	ENSRNOT00000017883	Rbpms	498642
ENSRNOG00000013328	ENSRNOT00000068011	Rbpms	498642
ENSRNOG00000006639	ENSRNOT00000065126	Scn9a	78956
ENSRNOG00000006639	ENSRNOT00000079020	Scn9a	78956
ENSRNOG00000013956	ENSRNOT00000077367	Rnf38	171501
ENSRNOG00000013956	ENSRNOT00000060203	Rnf38	171501
ENSRNOG00000013956	ENSRNOT00000091944	Rnf38	171501
ENSRNOG00000042426	ENSRNOT00000019302	Cyp4v3	266761
ENSRNOG00000028636	ENSRNOT00000032368	Xkr5	497083
ENSRNOG00000011970	ENSRNOT00000016176	Tmem82	298605
ENSRNOG00000025728	ENSRNOT00000038266	Adam32	361170
ENSRNOG00000049714	ENSRNOT00000072864	Asap3	684122
ENSRNOG00000017422	ENSRNOT00000045644	Ambra1	59319
ENSRNOG00000017422	ENSRNOT00000085614	Ambra1	59319
ENSRNOG00000017422	ENSRNOT00000084809	Ambra1	59319
ENSRNOG00000060917	ENSRNOT00000077609		
ENSRNOG00000061114	ENSRNOT00000075137		
ENSRNOG00000056153	ENSRNOT00000086144	Fam46b	313019
ENSRNOG00000056153	ENSRNOT00000086144	Fam46b	680624
ENSRNOG00000019018	ENSRNOT00000025763	Plat	25692
ENSRNOG00000027988	ENSRNOT00000032588	Zhx3	311604
ENSRNOG00000027988	ENSRNOT00000091208	Zhx3	311604
ENSRNOG00000022309	ENSRNOT00000058615	Frem1	298185
ENSRNOG00000022309	ENSRNOT00000078862	Frem1	298185
ENSRNOG00000001516	ENSRNOT00000010630	Rapgef4	252857
ENSRNOG00000046973	ENSRNOT00000080832		306607
ENSRNOG00000046973	ENSRNOT00000057761		306607
ENSRNOG00000032203	ENSRNOT00000040968		
ENSRNOG00000011195	ENSRNOT00000015624	Prkra	311130
ENSRNOG00000056956	ENSRNOT00000080051	Thap1	306547
ENSRNOG00000056956	ENSRNOT00000084974	Thap1	306547
ENSRNOG00000025261	ENSRNOT00000045406		691254
ENSRNOG00000025261	ENSRNOT00000045406		102551014
ENSRNOG00000014475	ENSRNOT00000019544	Slc31a1	171135
ENSRNOG00000013768	ENSRNOT00000018427	Defb1	83687
ENSRNOG00000014899	ENSRNOT00000020076		
ENSRNOG00000022257	ENSRNOT00000029077	LOC102552669	
ENSRNOG00000022257	ENSRNOT00000029077	RGD1311870	
ENSRNOG00000029462	ENSRNOT00000049394	Defal1	613220
ENSRNOG00000005762	ENSRNOT00000079113	Rab22a	366265
ENSRNOG00000005762	ENSRNOT00000064400	Rab22a	366265
ENSRNOG00000029785	ENSRNOT00000040894	Cdc26	366381
ENSRNOG00000029785	ENSRNOT00000087648	Cdc26	366381
ENSRNOG00000052837	ENSRNOT00000091296		688913
ENSRNOG00000052837	ENSRNOT00000091296		103694000
ENSRNOG00000006503	ENSRNOT00000065792	Frmd3	298141
ENSRNOG00000014741	ENSRNOT00000019935	Kcnu1	680912
ENSRNOG00000012749	ENSRNOT00000017060	C1qb	29687
ENSRNOG00000019203	ENSRNOT00000087530	Eya2	156826
ENSRNOG00000019203	ENSRNOT00000030119	Eya2	156826
ENSRNOG00000009761	ENSRNOT00000013228	Tmod1	25566
ENSRNOG00000007527	ENSRNOT00000009897	Tm2d1	362545
ENSRNOG00000011754	ENSRNOT00000015908	Myom2	306616
ENSRNOG00000009689	ENSRNOT00000013914	Api5	362170
ENSRNOG00000005711	ENSRNOT00000075474	Ptprd	313278
ENSRNOG00000004630	ENSRNOT00000006115	Rag1	84600
ENSRNOG00000014875	ENSRNOT00000086891	Ash2l	290829
ENSRNOG00000014875	ENSRNOT00000020181	Ash2l	290829
ENSRNOG00000039197	ENSRNOT00000017217	Col15a1	
ENSRNOG00000005281	ENSRNOT00000088286	Stx16	362283
ENSRNOG00000005281	ENSRNOT00000066279	Stx16	362283
ENSRNOG00000042560	ENSRNOT00000066901	Bag4	361167
ENSRNOG00000009207	ENSRNOT00000012604	Spata2	114210
ENSRNOG00000013498	ENSRNOT00000018167	Pex14	64460
ENSRNOG00000000112	ENSRNOT00000000124	Champ1	306647
ENSRNOG00000054563	ENSRNOT00000082857	RGD1563348	502642
ENSRNOG00000056897	ENSRNOT00000080161		502056
ENSRNOG00000016776	ENSRNOT00000022522	Extl1	313610
ENSRNOG00000053384	ENSRNOT00000084990	Bmp7	85272
ENSRNOG00000015501	ENSRNOT00000020832	Ddhd2	680971
ENSRNOG00000030467	ENSRNOT00000044319	Ube2l6	295704
ENSRNOG00000027142	ENSRNOT00000083634	Oog1	502995
ENSRNOG00000027142	ENSRNOT00000046115	Oog1	502995
ENSRNOG00000012790	ENSRNOT00000017773	Lrit1	246214
ENSRNOG00000009180	ENSRNOT00000012156	Xkr7	311549
ENSRNOG00000049912	ENSRNOT00000071913	Atp5e	245958
ENSRNOG00000017132	ENSRNOT00000059419	Snx30	298033
ENSRNOG00000017132	ENSRNOT00000087254	Snx30	298033
ENSRNOG00000042464	ENSRNOT00000065526	Fbxo25	
ENSRNOG00000007992	ENSRNOT00000064925	Srsf10	362630
ENSRNOG00000024990	ENSRNOT00000034769	Ppp1r1c	499818
ENSRNOG00000024990	ENSRNOT00000081338	Ppp1r1c	499818
ENSRNOG00000016696	ENSRNOT00000022774	Angpt2	89805
ENSRNOG00000047341	ENSRNOT00000075600	Pramef5	502997
ENSRNOG00000047341	ENSRNOT00000079849	Pramef5	502997
ENSRNOG00000026613	ENSRNOT00000033150	Aadacl3	313686
ENSRNOG00000034174	ENSRNOT00000044574	Bpifb4	499925
ENSRNOG00000014628	ENSRNOT00000019630	Pomk	306549
ENSRNOG00000013536	ENSRNOT00000029025	Cdc42	64465
ENSRNOG00000013536	ENSRNOT00000018118	Cdc42	64465
ENSRNOG00000017397	ENSRNOT00000066521	Upf3a	361176
ENSRNOG00000025181	ENSRNOT00000034708	Pigu	353304
ENSRNOG00000025181	ENSRNOT00000089935	Pigu	353304
ENSRNOG00000025181	ENSRNOT00000038809	Pigu	353304
ENSRNOG00000025181	ENSRNOT00000034708	Pigu	103691942
ENSRNOG00000025181	ENSRNOT00000089935	Pigu	103691942
ENSRNOG00000025181	ENSRNOT00000038809	Pigu	103691942
ENSRNOG00000042411	ENSRNOT00000077248	Rps6ka1	81771
ENSRNOG00000042411	ENSRNOT00000068634	Rps6ka1	81771
ENSRNOG00000016798	ENSRNOT00000022559	Pla2g2f	690388
ENSRNOG00000018241	ENSRNOT00000064070	Ank1	306570
ENSRNOG00000016364	ENSRNOT00000066708	Gba2	298399
ENSRNOG00000016364	ENSRNOT00000022002	Gba2	298399
ENSRNOG00000020225	ENSRNOT00000037177	Dlgap4	286930
ENSRNOG00000060898	ENSRNOT00000088219		100910418
ENSRNOG00000042820	ENSRNOT00000048366	Pramef17	691139
ENSRNOG00000049814	ENSRNOT00000065729	LOC100910882	362251
ENSRNOG00000049814	ENSRNOT00000065729	LOC100910882	100910882
ENSRNOG00000049814	ENSRNOT00000065729	Rbm39	362251
ENSRNOG00000049814	ENSRNOT00000065729	Rbm39	100910882
ENSRNOG00000027245	ENSRNOT00000036383	Tdrp	498662
ENSRNOG00000027245	ENSRNOT00000082049	Tdrp	498662
ENSRNOG00000009795	ENSRNOT00000067538	Nfib	29227
ENSRNOG00000009795	ENSRNOT00000013092	Nfib	29227
ENSRNOG00000009795	ENSRNOT00000067435	Nfib	29227
ENSRNOG00000038490	ENSRNOT00000058668		
ENSRNOG00000042374	ENSRNOT00000066341	Tgif2	499929
ENSRNOG00000017683	ENSRNOT00000023805	Adam18	57029
ENSRNOG00000005964	ENSRNOT00000008302	Nr4a3	58853
ENSRNOG00000047874	ENSRNOT00000073634	Nelfcd	
ENSRNOG00000050106	ENSRNOT00000085482	Rcc1	682908
ENSRNOG00000050106	ENSRNOT00000075127	Rcc1	682908
ENSRNOG00000048481	ENSRNOT00000071002	Olr845	298046
ENSRNOG00000060597	ENSRNOT00000091494	Syf2	170933
ENSRNOG00000049484	ENSRNOT00000071672	Atp9a	
ENSRNOG00000012757	ENSRNOT00000064316	Nek3	
ENSRNOG00000012757	ENSRNOT00000017106	Nek3	
ENSRNOG00000012757	ENSRNOT00000090646	Nek3	
ENSRNOG00000012944	ENSRNOT00000017972	Casp9	58918
ENSRNOG00000012944	ENSRNOT00000088523	Casp9	58918
ENSRNOG00000012944	ENSRNOT00000080721	Casp9	58918
ENSRNOG00000012944	ENSRNOT00000085378	Casp9	58918
ENSRNOG00000047007	ENSRNOT00000073650		102557590
ENSRNOG00000013740	ENSRNOT00000018362		
ENSRNOG00000007330	ENSRNOT00000083577	Capzb	298584
ENSRNOG00000007330	ENSRNOT00000010308	Capzb	298584
ENSRNOG00000005958	ENSRNOT00000055602	Rrbp1	311483
ENSRNOG00000018739	ENSRNOT00000025488	Pax7	500574
ENSRNOG00000028064	ENSRNOT00000018953	Fhad1	500577
ENSRNOG00000005070	ENSRNOT00000081816	Spopl	296532
ENSRNOG00000005070	ENSRNOT00000033653	Spopl	296532
ENSRNOG00000019504	ENSRNOT00000026392	Adprhl1	290880
ENSRNOG00000019504	ENSRNOT00000057740	Adprhl1	290880
ENSRNOG00000019504	ENSRNOT00000073240	Adprhl1	290880
ENSRNOG00000019504	ENSRNOT00000026546	Adprhl1	290880
ENSRNOG00000019504	ENSRNOT00000026392	Adprhl1	361180
ENSRNOG00000019504	ENSRNOT00000057740	Adprhl1	361180
ENSRNOG00000019504	ENSRNOT00000073240	Adprhl1	361180
ENSRNOG00000019504	ENSRNOT00000026546	Adprhl1	361180
ENSRNOG00000019504	ENSRNOT00000026392	Grtp1	290880
ENSRNOG00000019504	ENSRNOT00000057740	Grtp1	290880
ENSRNOG00000019504	ENSRNOT00000073240	Grtp1	290880
ENSRNOG00000019504	ENSRNOT00000026546	Grtp1	290880
ENSRNOG00000019504	ENSRNOT00000026392	Grtp1	361180
ENSRNOG00000019504	ENSRNOT00000057740	Grtp1	361180
ENSRNOG00000019504	ENSRNOT00000073240	Grtp1	361180
ENSRNOG00000019504	ENSRNOT00000026546	Grtp1	361180
ENSRNOG00000010332	ENSRNOT00000013759	Nipsnap3b	313211
ENSRNOG00000059919	ENSRNOT00000089716		296462
ENSRNOG00000018109	ENSRNOT00000024464	Clic4	83718
ENSRNOG00000049959	ENSRNOT00000074336	Igsf21	
ENSRNOG00000057756	ENSRNOT00000087356		296461
ENSRNOG00000051484	ENSRNOT00000090372		
ENSRNOG00000014199	ENSRNOT00000019002	Zfp703	680717
ENSRNOG00000012654	ENSRNOT00000016995	Vps36	290851
ENSRNOG00000021295	ENSRNOT00000038182	Rae1	362281
ENSRNOG00000006420	ENSRNOT00000008764	Rbm38	366262
ENSRNOG00000059588	ENSRNOT00000079622		
ENSRNOG00000032089	ENSRNOT00000050296	Defb38	652922
ENSRNOG00000013859	ENSRNOT00000018581	Bpifa1	246238
ENSRNOG00000056563	ENSRNOT00000080407		100362477
ENSRNOG00000038151	ENSRNOT00000058063	Defb11	641630
ENSRNOG00000021949	ENSRNOT00000039101	Pramel7	502647
ENSRNOG00000012674	ENSRNOT00000016907	Adrb3	25645
ENSRNOG00000013751	ENSRNOT00000018369	Prosc	306544
ENSRNOG00000007782	ENSRNOT00000082145	Ghrh	29446
ENSRNOG00000007782	ENSRNOT00000010443	Ghrh	29446
ENSRNOG00000007782	ENSRNOT00000010298	Ghrh	29446
ENSRNOG00000029522	ENSRNOT00000050112	Defa6	613223
ENSRNOG00000055818	ENSRNOT00000085004		
ENSRNOG00000007558	ENSRNOT00000009930	Defb36	641640
ENSRNOG00000007558	ENSRNOT00000080767	Defb36	641640
ENSRNOG00000009495	ENSRNOT00000080516	Src	83805
ENSRNOG00000009495	ENSRNOT00000012739	Src	83805
ENSRNOG00000023972	ENSRNOT00000057461	Col4a2	306628
ENSRNOG00000023195	ENSRNOT00000031683	Defb29	641519
ENSRNOG00000050404	ENSRNOT00000071853	Pmepa1	311676
ENSRNOG00000023154	ENSRNOT00000031613	Defb21	641636
ENSRNOG00000012739	ENSRNOT00000017324	Brf2	306542
ENSRNOG00000033972	ENSRNOT00000046156	Defb50	641639
ENSRNOG00000055809	ENSRNOT00000085938		100911769
ENSRNOG00000055809	ENSRNOT00000087907		100911769
ENSRNOG00000038365	ENSRNOT00000022097	Plekha2	684785
ENSRNOG00000016352	ENSRNOT00000021907	Cbfa2t2	296293
ENSRNOG00000018077	ENSRNOT00000024392	Agpat6	290843
ENSRNOG00000061217	ENSRNOT00000090602		103690425
ENSRNOG00000043311	ENSRNOT00000068252	Birc7	296468
ENSRNOG00000038135	ENSRNOT00000018580	RatNP-3b	498659
ENSRNOG00000038135	ENSRNOT00000086035	RatNP-3b	498659
ENSRNOG00000048080	ENSRNOT00000075547		
ENSRNOG00000058983	ENSRNOT00000089971		499951
ENSRNOG00000014462	ENSRNOT00000019594	Fnta	25318
ENSRNOG00000028708	ENSRNOT00000039780	Ntsr1	366274
ENSRNOG00000028708	ENSRNOT00000082073	Ntsr1	366274
ENSRNOG00000038128	ENSRNOT00000058031	Defb33	641647
ENSRNOG00000013957	ENSRNOT00000018741	Spag11a	246305
ENSRNOG00000010868	ENSRNOT00000014498	Rims4	266976
ENSRNOG00000038129	ENSRNOT00000043486	Defb52	498660
ENSRNOG00000013939	ENSRNOT00000058029	Defb4	64389
ENSRNOG00000012722	ENSRNOT00000017319	Ppdpf	296470
ENSRNOG00000007567	ENSRNOT00000010149	Rem1	366232
ENSRNOG00000012767	ENSRNOT00000017025	Micu3	364601
ENSRNOG00000054557	ENSRNOT00000081344		100362102
ENSRNOG00000014275	ENSRNOT00000019281	Hook3	
ENSRNOG00000060449	ENSRNOT00000084027		
ENSRNOG00000011431	ENSRNOT00000015203	Mfhas1	306508
ENSRNOG00000056853	ENSRNOT00000082686	Psma7	29674
ENSRNOG00000019346	ENSRNOT00000026281	Tmco3	306607
ENSRNOG00000019346	ENSRNOT00000026281	Tmco3	103693999
ENSRNOG00000020317	ENSRNOT00000027539	RGD1307752	296315
ENSRNOG00000024930	ENSRNOT00000036506	Smim19	100362321
ENSRNOG00000036870	ENSRNOT00000055345	Bpifa2f	54303
ENSRNOG00000014605	ENSRNOT00000019615	Lig4	290907
ENSRNOG00000045729	ENSRNOT00000071773		
ENSRNOG00000005800	ENSRNOT00000007675	Il1f10	362077
ENSRNOG00000014745	ENSRNOT00000019797	Pdha1l1	
ENSRNOG00000011424	ENSRNOT00000015176	Cldn23	290789
ENSRNOG00000012565	ENSRNOT00000016756	Cln8	306619
ENSRNOG00000054212	ENSRNOT00000090547	Pde1a	81529
ENSRNOG00000054212	ENSRNOT00000084299	Pde1a	81529
ENSRNOG00000014648	ENSRNOT00000019675	Efnb2	306636
ENSRNOG00000013760	ENSRNOT00000018386	Wfdc5	296352
ENSRNOG00000050697	ENSRNOT00000072069	Ctsz	252929
ENSRNOG00000014915	ENSRNOT00000020252	Gsr	116686
ENSRNOG00000014915	ENSRNOT00000090036	Gsr	116686
ENSRNOG00000007827	ENSRNOT00000010418	Cox4i2	84683
ENSRNOG00000038375	ENSRNOT00000058436		
ENSRNOG00000046644	ENSRNOT00000075573	Slmo2	
ENSRNOG00000028958	ENSRNOT00000047499		
ENSRNOG00000012174	ENSRNOT00000016204	RGD1559708	
ENSRNOG00000018719	ENSRNOT00000064662	Cir1	362149
ENSRNOG00000010235	ENSRNOT00000051590	Pkig	266709
ENSRNOG00000010235	ENSRNOT00000080707	Pkig	266709
ENSRNOG00000015621	ENSRNOT00000066974	Whsc1l1	290831
ENSRNOG00000015621	ENSRNOT00000088458	Whsc1l1	290831
ENSRNOG00000053730	ENSRNOT00000078447		
ENSRNOG00000014021	ENSRNOT00000018844	Matn4	296358
ENSRNOG00000001581	ENSRNOT00000002148	Hoxd10	
ENSRNOG00000013618	ENSRNOT00000018870	Ankrd10	361183
ENSRNOG00000032177	ENSRNOT00000040741	LOC499843	499843
ENSRNOG00000015021	ENSRNOT00000065043	Carkd	361185
ENSRNOG00000004639	ENSRNOT00000006148	Traf6	311245
ENSRNOG00000055042	ENSRNOT00000086215		306284
ENSRNOG00000032890	ENSRNOT00000043510	LOC100912321	100912321
ENSRNOG00000014235	ENSRNOT00000019084	Zgpat	296478
ENSRNOG00000011839	ENSRNOT00000015790	Mrps31	290850
ENSRNOG00000032376	ENSRNOT00000042908	LOC688765	688765
ENSRNOG00000014739	ENSRNOT00000019804	Wfdc2	286888
